Orthogroup	aip	nvec	spis	xenia	aip_LOC	single_copy	xenia_marker_status	xenia_marker_genes	spis_marker_status	spis_marker_genes	nvec_marker_status	nvec_marker_genes	aip_marker_status	aip_marker_genes
OG0000421	XP_020906884.1, XP_020906885.1, XP_020906888.1, XP_020906892.2	XP_001626047.2, XP_032218270.2, XP_032229509.1	XP_022794603.1, XP_022794604.1, XP_022794616.1, XP_022794643.1	Xe_016908, Xe_016991, Xe_017098, Xe_017105, Xe_021558, Xe_022051	LOC110244981, LOC110244982, LOC110244983, LOC110244986	FALSE	FALSE	NA	FALSE	NA	TRUE	XP_020906888.1	FALSE	NA
OG0000422	XP_020911768.1, XP_020911769.1, XP_028518118.1, XP_028518119.1	XP_032225281.2, XP_048584700.1, XP_048584703.1, XP_048584705.1, XP_048584707.1, XP_048584708.1	XP_022786520.1, XP_022786534.1, XP_022786719.1, XP_022786730.1, XP_022787887.1	Xe_027495, Xe_027599	LOC110249534, LOC110249536, LOC110249464, LOC110249465	FALSE	FALSE	NA	TRUE	XP_022786534.1	FALSE	NA	TRUE	LOC110249534, LOC110249536
OG0000423	XP_028512790.1, XP_028512791.1, XP_028518354.1, XP_028519040.1	XP_032231705.2, XP_032232016.2, XP_048577683.1, XP_048577686.1, XP_048581069.1, XP_048581977.1, XP_048582226.1, XP_048583684.1, XP_048584588.1, XP_048584780.1, XP_048586078.1, XP_048587089.1, XP_048588152.1	NA	NA	LOC114574289, LOC110232035, LOC110250330, LOC110252533	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000424	XP_028514398.1	XP_032234935.2, XP_048586840.1	XP_022785311.1, XP_022785312.1	Xe_007916, Xe_007918, Xe_007919, Xe_010905, Xe_010906, Xe_023805, Xe_023833, Xe_026646, Xe_026672, Xe_028236, Xe_028277, Xe_028290	LOC110237307	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000425	XP_028516931.1, XP_028517187.1, XP_028518878.1	XP_048576860.1, XP_048585322.1	XP_022780998.1, XP_022783680.1, XP_022796096.1, XP_022797439.1, XP_022797972.1, XP_022798296.1, XP_022805760.1, XP_022807329.1, XP_022808639.1, XP_022809977.1, XP_022810598.1, XP_022810599.1	NA	LOC114575705, LOC110246720, LOC110251931	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000426	XP_028519057.1	XP_032237538.2, XP_048575396.1, XP_048578039.1, XP_048579007.1, XP_048579045.1, XP_048580445.1, XP_048583277.1, XP_048583680.1, XP_048584925.1, XP_048586198.1, XP_048588886.1, XP_048590429.1, XP_048590485.1	XP_022777866.1, XP_022794454.1, XP_022810006.1	NA	LOC110252624	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000427	NA	XP_001618979.2, XP_001633554.1, XP_032226982.2, XP_032226984.1, XP_032226985.2, XP_032228149.2, XP_048577862.1, XP_048577868.1, XP_048578637.1, XP_048578708.1, XP_048578711.1, XP_048578734.1, XP_048578995.1, XP_048579065.1, XP_048579066.1, XP_048579068.1	NA	Xe_003929	NA	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000428	NA	XP_001638488.3, XP_032220050.1, XP_032231656.2, XP_032239858.1, XP_048587783.1, XP_048587785.1, XP_048587786.1, XP_048587802.1, XP_048587803.1, XP_048587804.1, XP_048587806.1, XP_048587807.1, XP_048587808.1, XP_048587809.1, XP_048587810.1, XP_048588863.1	NA	Xe_009593	NA	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000429	NA	XP_032236622.1	XP_022777466.1, XP_022777476.1, XP_022777698.1, XP_022777870.1, XP_022797647.1, XP_022797649.1, XP_022797662.1, XP_022797979.1, XP_022803740.1, XP_022804887.1, XP_022805858.1, XP_022808387.1, XP_022808512.1, XP_022808513.1, XP_022809642.1, XP_022810508.1	NA	NA	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000430	NA	NA	XP_022777597.1, XP_022787553.1, XP_022788265.1, XP_022794738.1, XP_022794750.1, XP_022794754.1, XP_022795290.1, XP_022797940.1, XP_022797941.1, XP_022797952.1, XP_022801107.1, XP_022804594.1, XP_022804600.1, XP_022805257.1, XP_022807155.1, XP_022807160.1, XP_022808358.1	NA	NA	FALSE	FALSE	NA	TRUE	XP_022795290.1	FALSE	NA	FALSE	NA
OG0000431	NA	NA	XP_022777961.1, XP_022782670.1, XP_022782671.1, XP_022783127.1, XP_022787212.1, XP_022790790.1, XP_022796958.1, XP_022805050.1, XP_022805095.1, XP_022805106.1, XP_022805116.1, XP_022805127.1, XP_022805721.1, XP_022805740.1, XP_022805755.1, XP_022805799.1, XP_022806933.1	NA	NA	FALSE	FALSE	NA	TRUE	XP_022805721.1, XP_022777961.1	FALSE	NA	FALSE	NA
OG0000432	NA	NA	XP_022788563.1	Xe_001490, Xe_001491, Xe_003205, Xe_003206, Xe_007619, Xe_010715, Xe_011096, Xe_018021, Xe_018223, Xe_019365, Xe_025945, Xe_026229, Xe_026230, Xe_026858, Xe_027966, Xe_027972	NA	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000433	NA	NA	NA	Xe_000013, Xe_001488, Xe_003203, Xe_003996, Xe_009204, Xe_009421, Xe_009422, Xe_011093, Xe_018026, Xe_018226, Xe_019034, Xe_019680, Xe_021111, Xe_021112, Xe_025888, Xe_026296, Xe_028485	NA	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000434	NA	NA	NA	Xe_000272, Xe_003932, Xe_004081, Xe_009193, Xe_010225, Xe_010586, Xe_016941, Xe_018183, Xe_021146, Xe_024594, Xe_024606, Xe_025437, Xe_026888, Xe_026955, Xe_026986, Xe_027508, Xe_027509	NA	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000435	NA	NA	NA	Xe_001647, Xe_001678, Xe_001696, Xe_017792, Xe_021119, Xe_022664, Xe_022673, Xe_023803, Xe_023983, Xe_023984, Xe_024576, Xe_025652, Xe_026000, Xe_026003, Xe_026454, Xe_026998, Xe_027049	NA	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000436	NA	NA	NA	Xe_001834, Xe_011234, Xe_016942, Xe_018895, Xe_019119, Xe_019131, Xe_019176, Xe_019179, Xe_024338, Xe_025099, Xe_025100, Xe_025117, Xe_025650, Xe_026984, Xe_027475, Xe_027511, Xe_027582	NA	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000437	NA	NA	NA	Xe_002212, Xe_004007, Xe_005830, Xe_018361, Xe_019244, Xe_019512, Xe_021131, Xe_023587, Xe_024901, Xe_025461, Xe_025603, Xe_026608, Xe_026720, Xe_026850, Xe_026863, Xe_026876, Xe_026877	NA	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000438	NA	NA	NA	Xe_004894, Xe_004895, Xe_007979, Xe_009608, Xe_009609, Xe_023827, Xe_025045, Xe_025844, Xe_028509, Xe_028510, Xe_028527, Xe_028531, Xe_028534, Xe_028544, Xe_028551, Xe_028552, Xe_028610	NA	FALSE	TRUE	Xe_004894	FALSE	NA	FALSE	NA	FALSE	NA
OG0000439	NA	NA	NA	Xe_005426, Xe_016306, Xe_017210, Xe_017217, Xe_021128, Xe_021133, Xe_021135, Xe_024759, Xe_024850, Xe_024862, Xe_024866, Xe_024868, Xe_024870, Xe_025662, Xe_025663, Xe_025674, Xe_028441	NA	FALSE	TRUE	Xe_005426, Xe_024759, Xe_021135, Xe_024870, Xe_024868, Xe_017210, Xe_024850	FALSE	NA	FALSE	NA	FALSE	NA
OG0000440	NA	NA	NA	Xe_005431, Xe_005434, Xe_005435, Xe_005437, Xe_005440, Xe_005444, Xe_005447, Xe_005450, Xe_005453, Xe_005454, Xe_005456, Xe_005466, Xe_005468, Xe_005469, Xe_005470, Xe_005471, Xe_005472	NA	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000441	NA	NA	NA	Xe_005533, Xe_006026, Xe_006380, Xe_007678, Xe_010445, Xe_013327, Xe_014234, Xe_015162, Xe_018269, Xe_018271, Xe_024836, Xe_025825, Xe_025925, Xe_026564, Xe_027023, Xe_027984, Xe_029012	NA	FALSE	TRUE	Xe_018269	FALSE	NA	FALSE	NA	FALSE	NA
OG0000442	NA	NA	NA	Xe_016429, Xe_016430, Xe_016431, Xe_016432, Xe_016436, Xe_016437, Xe_016438, Xe_016439, Xe_016440, Xe_016444, Xe_016445, Xe_016449, Xe_016450, Xe_016455, Xe_016456, Xe_016457, Xe_016464	NA	FALSE	TRUE	Xe_016432, Xe_016430	FALSE	NA	FALSE	NA	FALSE	NA
OG0000443	XP_020891874.2, XP_020896653.2, XP_020896654.1, XP_020898563.2, XP_020914400.2, XP_028512509.1, XP_028512621.1, XP_028513431.1, XP_028513815.1, XP_028513822.1, XP_028515781.1, XP_028515782.1, XP_028515783.1, XP_028515786.1, XP_028516040.1, XP_028518892.1	NA	NA	NA	LOC110231228, LOC110235528, LOC110235529, LOC110237311, LOC110251986, LOC114574363, LOC110231617, LOC114574596, LOC114574697, LOC114574700, LOC110242103, LOC114575328, LOC110242107, LOC114575329, LOC114575427, LOC114576441	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	LOC114574697, LOC110235528, LOC110237311
OG0000444	XP_020891995.1, XP_020892265.2, XP_020892266.1, XP_020899977.1, XP_020899994.1, XP_020900636.1, XP_020900894.1, XP_020904606.1, XP_020904616.1, XP_020908007.1, XP_020915692.1, XP_028512611.1, XP_028512613.1, XP_028512614.1, XP_028512615.1, XP_028514731.1	NA	NA	NA	LOC110231324, LOC110231579, LOC110231581, LOC110238632, LOC110238648, LOC110239272, LOC110239518, LOC110242896, LOC110242907, LOC110246039, LOC110253155, LOC110231578, LOC114574271, LOC114574383, LOC110231492, LOC110238631	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000445	XP_020892160.1, XP_020892161.1, XP_020892245.2, XP_020895477.1, XP_020905337.1, XP_020905338.1, XP_028516179.1, XP_028516182.1, XP_028516186.1, XP_028517194.1, XP_028519590.1	NA	XP_022798869.1	Xe_004694, Xe_004757, Xe_008182, Xe_015727	LOC110231480, LOC110231481, LOC110231562, LOC110234440, LOC110243554, LOC110243556, LOC110243572, LOC114574255, LOC114575470, LOC110246761, LOC114576692	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000446	XP_020892295.1, XP_020893137.1, XP_020897969.1, XP_020903150.1, XP_028512887.1	XP_001633988.3, XP_001641744.1, XP_032226788.2, XP_032227334.2, XP_032237761.2	XP_022782960.1, XP_022788020.1, XP_022795420.1, XP_022796328.1, XP_022797813.1, XP_022804589.1	NA	LOC110231605, LOC114574201, LOC110236763, LOC110241611, LOC110232306	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000447	XP_020893849.1, XP_020900821.1, XP_028513316.1, XP_028514961.1, XP_028517039.1	XP_001633985.2	XP_022784168.1, XP_022789846.1, XP_022797155.1, XP_022803867.1, XP_022806906.1	Xe_015833, Xe_027467, Xe_027492, Xe_027493, Xe_028873	LOC110232953, LOC110239449, LOC110233810, LOC114575071, LOC110246314	FALSE	TRUE	Xe_027493, Xe_027467	TRUE	XP_022784168.1, XP_022806906.1	TRUE	XP_028517039.1	TRUE	LOC110239449, LOC110233810
OG0000448	XP_020893909.1, XP_020893911.1, XP_020893975.2, XP_020902567.1, XP_020903823.1, XP_020904073.1, XP_020909041.1, XP_020910574.1, XP_028515478.1, XP_028516240.1, XP_028517798.1	XP_048577623.1, XP_048578036.1	XP_022785556.1, XP_022785559.1	Xe_011380	LOC110233006, LOC110233008, LOC110233068, LOC110241075, LOC110242209, LOC110242428, LOC110246994, LOC110248393, LOC114575226, LOC110243781, LOC110248363	FALSE	FALSE	NA	TRUE	XP_022785559.1	FALSE	NA	TRUE	LOC110246994
OG0000449	XP_020894077.2, XP_020894105.1, XP_028516472.1	XP_048582528.1	XP_022783433.1, XP_022785706.1, XP_022791502.1, XP_022791989.1, XP_022792661.1, XP_022797521.1, XP_022809097.1, XP_022810617.1	Xe_028868, Xe_028878, Xe_028898, Xe_028931	LOC110233149, LOC110233181, LOC114575564	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000450	XP_020894475.1, XP_020898737.1, XP_020898960.1, XP_020898967.1, XP_020901544.1, XP_020910460.1	XP_001627227.1, XP_032220948.2, XP_048583840.1, XP_048584358.1	XP_022789462.1, XP_022789473.1, XP_022796489.1, XP_022796494.1, XP_022796495.1, XP_022796886.1	NA	LOC110233517, LOC110237451, LOC110237686, LOC110237692, LOC110240098, LOC110248288	FALSE	FALSE	NA	TRUE	XP_022796494.1, XP_022796495.1, XP_022796489.1	FALSE	NA	TRUE	LOC110237451, LOC110237692
OG0000451	XP_020895404.1, XP_020897543.1, XP_020905035.1, XP_020906701.2, XP_020906703.1, XP_020906755.1, XP_020906756.1, XP_020906758.1, XP_028516560.1	XP_001624333.3, XP_001639304.3, XP_032219782.1, XP_032220036.1, XP_032227472.2	XP_022796107.1, XP_022805865.1	NA	LOC110234368, LOC110236369, LOC110243256, LOC110244817, LOC110244818, LOC110244869, LOC110244870, LOC110244871, LOC110244872	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000452	XP_020895557.1, XP_020895588.1, XP_020897108.1, XP_020897114.1, XP_028518657.1	XP_001639782.2, XP_032220684.2, XP_032222581.1, XP_032222583.2, XP_032240130.2	XP_022791874.1, XP_022791924.1, XP_022791942.1, XP_022791950.1	Xe_013184, Xe_013185	LOC110234520, LOC110234545, LOC110235972, LOC110235978, LOC110251270	FALSE	TRUE	Xe_013185	FALSE	NA	FALSE	NA	FALSE	NA
OG0000453	XP_020896005.1, XP_020910752.1, XP_028514200.1	XP_001636692.2, XP_032237681.1, XP_048584710.1, XP_048588467.1, XP_048588791.1, XP_048589649.1, XP_048590430.1, XP_048590541.1	XP_022778920.1, XP_022790391.1, XP_022794551.1, XP_022797627.1, XP_022800884.1	NA	LOC110234935, LOC110248555, LOC114574814	FALSE	FALSE	NA	FALSE	NA	TRUE	XP_020910752.1, XP_020896005.1	FALSE	NA
OG0000454	XP_020896619.1, XP_020898514.1, XP_020898820.2, XP_020900962.1, XP_020914775.1	XP_001639039.2, XP_032221306.1, XP_048582372.1, XP_048590003.1	XP_022785055.1, XP_022794349.1, XP_022794376.1, XP_022798767.1, XP_022802517.1, XP_022808515.1	Xe_020903	LOC110235489, LOC110237262, LOC110237562, LOC110239578, LOC110252312	FALSE	TRUE	Xe_020903	FALSE	NA	FALSE	NA	FALSE	NA
OG0000455	XP_020896693.1	XP_048577641.1	XP_022787409.1, XP_022787414.1, XP_022787428.1, XP_022800417.1, XP_022806159.1, XP_022808110.1, XP_022808111.1, XP_022808113.1, XP_022808115.1, XP_022808116.1, XP_022808124.1, XP_022809454.1, XP_022809455.1, XP_022809456.1	NA	LOC110235570	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000456	XP_020896879.2, XP_020911360.1, XP_028513039.1, XP_028518463.1	NA	XP_022787958.1, XP_022787980.1, XP_022804301.1, XP_022805597.1, XP_022805600.1, XP_022805676.1, XP_022806674.1, XP_022807285.1, XP_022807661.1, XP_022809656.1, XP_022810020.1, XP_022810021.1	NA	LOC110235730, LOC110249121, LOC110232855, LOC110250658	FALSE	FALSE	NA	TRUE	XP_022805597.1, XP_022810021.1	FALSE	NA	FALSE	NA
OG0000457	XP_020897515.1, XP_020900612.1, XP_020901295.1	XP_032223610.2, XP_032231344.1, XP_032232303.1, XP_032234801.1, XP_048577995.1, XP_048578500.1	XP_022782674.1, XP_022794714.1, XP_022797664.1, XP_022799771.1, XP_022799827.1, XP_022803258.1	Xe_029145	LOC110236340, LOC114574178, LOC110239883	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000458	XP_020898041.1, XP_020902117.2, XP_020902121.1, XP_020902137.1, XP_020902139.1, XP_020902140.1, XP_020902141.1, XP_020902153.1, XP_028515348.1, XP_028515349.1, XP_028515351.1	XP_048585007.1, XP_048585008.1, XP_048585009.1, XP_048587673.1	NA	Xe_013693	LOC110236831, LOC110240649, LOC110240654, LOC110240669, LOC110240671, LOC110240672, LOC110240673, LOC110240681, LOC110240670, LOC110240648, LOC110240652	FALSE	TRUE	Xe_013693	FALSE	NA	FALSE	NA	FALSE	NA
OG0000459	XP_020898353.1, XP_020907814.1, XP_020907849.1, XP_020912377.2, XP_020912378.1, XP_020912489.1, XP_020912492.1, XP_020912625.1, XP_020912832.1, XP_020912838.2, XP_020915206.1, XP_028516899.1, XP_028518282.1, XP_028518319.1, XP_028518429.1, XP_028519086.1	NA	NA	NA	LOC110237116, LOC110245861, LOC110245892, LOC110250120, LOC110250121, LOC110250222, LOC110250225, LOC110250369, LOC110250564, LOC110250571, LOC110252714, LOC110245879, LOC110250116, LOC114576237, LOC110250563, LOC110252716	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000460	XP_020898656.1, XP_028516811.1, XP_028517850.1	XP_048582089.1	XP_022789001.1, XP_022800904.1, XP_022801163.1, XP_022801618.1, XP_022805826.1	Xe_010589, Xe_010592, Xe_010594, Xe_010614, Xe_025034, Xe_027837, Xe_028774	LOC110237411, LOC110245567, LOC114576047	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000461	XP_020899178.1, XP_020907056.1, XP_020907067.1, XP_020907071.1, XP_020915666.1, XP_028519189.1	XP_032221127.1	XP_022779459.1, XP_022797515.1, XP_022797516.1, XP_022797539.1, XP_022799460.1, XP_022805842.1	Xe_000082, Xe_012391, Xe_018104	LOC110237894, LOC110245143, LOC110245151, LOC110245154, LOC110253134, LOC110253136	FALSE	TRUE	Xe_012391	FALSE	NA	FALSE	NA	FALSE	NA
OG0000462	XP_020899407.1, XP_020900387.1, XP_020908720.1, XP_020908728.1	XP_001640076.2, XP_032221430.2, XP_032221512.2, XP_048575810.1, XP_048575859.1	XP_022786186.1, XP_022790827.1	Xe_014474, Xe_014477, Xe_014479, Xe_015591, Xe_015696	LOC110238101, LOC110239028, LOC110246697, LOC110246704	FALSE	TRUE	Xe_015696, Xe_014479, Xe_014474, Xe_014477	TRUE	XP_022786186.1	FALSE	NA	TRUE	LOC110246697
OG0000463	XP_020900031.1, XP_020901847.2, XP_020905754.1, XP_020906469.2, XP_020906470.1, XP_020915584.1	XP_001637404.1, XP_001639332.2	XP_022790056.1, XP_022802459.1, XP_022802481.1, XP_022802484.1, XP_022802485.1	Xe_005390, Xe_005393, Xe_011018	LOC110238685, LOC110240379, LOC110243941, LOC110244606, LOC110244607, LOC110253057	FALSE	TRUE	Xe_005390	FALSE	NA	FALSE	NA	FALSE	NA
OG0000464	XP_020900453.1, XP_020907052.2	XP_001627254.1, XP_001630508.1, XP_032227647.2, XP_032230835.1, XP_032230840.1, XP_048580757.1	XP_022794125.1, XP_022798803.1, XP_022798813.1	Xe_012990, Xe_021724, Xe_021725, Xe_021726, Xe_021728	LOC110239085, LOC110245141	FALSE	TRUE	Xe_021725, Xe_012990	TRUE	XP_022794125.1	FALSE	NA	TRUE	LOC110245141
OG0000465	XP_020903741.1, XP_020903742.1, XP_020903757.1, XP_020907485.1, XP_020907486.1, XP_028515791.1	XP_001627385.2	XP_022780695.1, XP_022784635.1, XP_022784636.1, XP_022784637.1, XP_022784639.1, XP_022784640.1, XP_022784664.1, XP_022784673.1, XP_022784703.1	NA	LOC110242126, LOC110242127, LOC110242139, LOC110245547, LOC110245548, LOC110242128	FALSE	FALSE	NA	TRUE	XP_022780695.1	FALSE	NA	FALSE	NA
OG0000466	XP_020904257.1	NA	NA	Xe_001595, Xe_001599, Xe_017228, Xe_017229, Xe_017235, Xe_017238, Xe_017242, Xe_017245, Xe_017259, Xe_017270, Xe_017274, Xe_017288, Xe_017298, Xe_017309, Xe_017310	LOC110242585	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000467	XP_020905499.2, XP_020905507.1, XP_020912351.1, XP_020912352.1, XP_020912353.2, XP_020912354.1, XP_020914504.1, XP_028516227.1	XP_001625511.1, XP_001625522.3, XP_001631457.1, XP_048580873.1, XP_048580905.1	XP_022788067.1, XP_022788073.1, XP_022788074.1	NA	LOC110243712, LOC110243720, LOC110250093, LOC110250095, LOC110250096, LOC110250097, LOC110252082, LOC110243721	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000468	XP_020905506.2, XP_028516228.1	XP_032236377.2	XP_022792657.1	Xe_001561, Xe_005174, Xe_015126, Xe_020335, Xe_022612, Xe_022696, Xe_022698, Xe_023625, Xe_028582, Xe_028664, Xe_028670, Xe_028706	LOC110243719, LOC114575486	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000469	XP_020905732.1, XP_028518010.1, XP_028519645.1	XP_032229951.2, XP_048579157.1, XP_048583669.1, XP_048583900.1, XP_048585997.1, XP_048586644.1, XP_048588026.1, XP_048588889.1, XP_048589585.1, XP_048589591.1, XP_048590358.1, XP_048590448.1	XP_022809982.1	NA	LOC110243918, LOC114576115, LOC114576711	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000470	XP_020905737.1, XP_028516822.1, XP_028518239.1	XP_032222562.1, XP_032223551.2	XP_022779919.1, XP_022784883.1, XP_022790318.1, XP_022793931.1, XP_022796469.1, XP_022797032.1, XP_022797518.1, XP_022808602.1, XP_022809304.1, XP_022809651.1	Xe_028870	LOC110243925, LOC110245589, LOC114576203	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000471	XP_020906057.2	XP_048590599.1, XP_048590604.1, XP_048590605.1, XP_048590606.1, XP_048590607.1, XP_048590655.1	XP_022785607.1, XP_022795235.1, XP_022795247.1, XP_022795257.1, XP_022805925.1, XP_022805928.1, XP_022805936.1, XP_022807924.1, XP_022807925.1	NA	LOC110244200	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000472	XP_020906426.1, XP_020907390.1	XP_001630129.1, XP_001630130.1, XP_001636866.1	XP_022791661.1, XP_022798484.1, XP_022798712.1, XP_022798873.1, XP_022798875.1, XP_022798876.1, XP_022799427.1	Xe_000831, Xe_010108, Xe_016529, Xe_025399	LOC110244565, LOC110245449	FALSE	TRUE	Xe_000831	TRUE	XP_022799427.1, XP_022798873.1, XP_022798712.1, XP_022798484.1	TRUE	XP_020907390.1	TRUE	LOC110245449, LOC110244565
OG0000473	XP_020906959.1, XP_028513980.1, XP_028517092.1	XP_032229163.2, XP_032231780.2, XP_032237032.2, XP_048580126.1, XP_048582553.1, XP_048582612.1, XP_048582614.1, XP_048586937.1, XP_048587466.1	XP_022786858.1, XP_022787762.1, XP_022805339.1	Xe_029004	LOC110245046, LOC114574758, LOC110246429	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000474	XP_020907748.1, XP_020907753.1, XP_028513047.1	XP_001631491.1, XP_032227119.2, XP_032227124.2, XP_048588808.1	XP_022798384.1, XP_022798385.1, XP_022798395.1, XP_022798398.1, XP_022798413.1, XP_022805361.1	Xe_004594, Xe_004602, Xe_014448	LOC110245795, LOC110245797, LOC110232880	FALSE	TRUE	Xe_014448, Xe_004602	TRUE	XP_022805361.1	TRUE	XP_028513047.1	FALSE	NA
OG0000475	XP_020910787.1, XP_020913644.1, XP_028517641.1, XP_028517846.1	XP_032220503.2, XP_032225907.2, XP_032238935.2, XP_048576424.1, XP_048576425.1, XP_048577084.1, XP_048577116.1, XP_048577121.1	XP_022795978.1, XP_022795979.1, XP_022796995.1, XP_022800109.1	NA	LOC110248585, LOC110251291, LOC110247972, LOC110248605	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000476	XP_020911490.1, XP_020911976.1, XP_020912748.1, XP_020912749.1, XP_020912778.1, XP_020915312.1, XP_020915890.1, XP_028514754.1, XP_028516099.1, XP_028519010.1	XP_032236514.2, XP_032238854.2	XP_022778110.1, XP_022780475.1, XP_022803984.1, XP_022808085.1	NA	LOC110249250, LOC110249736, LOC110250485, LOC110250486, LOC110250513, LOC110252814, LOC110253332, LOC110238699, LOC110243271, LOC110252483	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000477	XP_020914302.1	NA	XP_022779103.1, XP_022779123.1, XP_022779124.1, XP_022779153.1, XP_022779154.1, XP_022784122.1, XP_022794539.1, XP_022794541.1, XP_022803640.1, XP_022803779.1, XP_022806171.1, XP_022806179.1, XP_022806185.1, XP_022808463.1, XP_022809562.1	NA	LOC110251894	FALSE	FALSE	NA	TRUE	XP_022803640.1	FALSE	NA	FALSE	NA
OG0000478	XP_020914704.1	XP_001628735.1, XP_032228206.2, XP_048579831.1	XP_022785403.1, XP_022787501.1, XP_022787537.1, XP_022787793.1, XP_022787859.1, XP_022792243.1, XP_022794015.1, XP_022800079.1, XP_022800104.1, XP_022804068.1, XP_022804773.1, XP_022805695.1	NA	LOC110252266	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000479	XP_020914908.1, XP_020914933.1, XP_020914951.1, XP_028518696.1	XP_001635389.2, XP_048587084.1, XP_048587086.1, XP_048587568.1, XP_048587755.1	XP_022786398.1, XP_022786399.1, XP_022786451.1, XP_022786480.1	Xe_007937, Xe_008057, Xe_008061	LOC110252419, LOC110252443, LOC110252459, LOC110251414	FALSE	TRUE	Xe_007937	TRUE	XP_022786398.1, XP_022786399.1	FALSE	NA	FALSE	NA
OG0000480	XP_020914987.1, XP_028517698.1, XP_028517917.1	XP_048589527.1	XP_022797859.1	Xe_006537, Xe_016267, Xe_016268, Xe_026545, Xe_026736, Xe_027550, Xe_027551, Xe_028255, Xe_029047, Xe_029059, Xe_029159	LOC110252496, LOC114576003, LOC110248886	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	LOC110252496
OG0000481	XP_020917447.2, XP_020917657.1, XP_028514447.1	XP_032239535.2, XP_048579179.1, XP_048579562.1, XP_048580254.1	XP_022779251.1, XP_022779253.1, XP_022779254.1, XP_022779256.1, XP_022798522.1, XP_022803549.1	Xe_009290, Xe_009738, Xe_010176	LOC110254749, LOC110254938, LOC110237484	FALSE	TRUE	Xe_009290, Xe_009738	TRUE	XP_022803549.1	TRUE	XP_028514447.1, XP_020917447.2	TRUE	LOC110237484, LOC110254749
OG0000482	XP_028515135.1	NA	NA	Xe_005200, Xe_010365, Xe_010371, Xe_025082, Xe_025083, Xe_025315, Xe_028134, Xe_028146, Xe_028167, Xe_028174, Xe_028181, Xe_028182, Xe_028185, Xe_028205, Xe_028224	LOC110240016	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0000483	XP_028517968.1	XP_032217741.1, XP_032223262.1, XP_032229018.2, XP_032232580.1, XP_032237096.1, XP_032238287.2, XP_032240309.2, XP_032242112.1, XP_032242777.2, XP_032242888.2, XP_048578665.1, XP_048580661.1, XP_048585522.1	XP_022800671.1	Xe_029056	LOC114576094	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
